,stem,total,density,height,basediameter,timepoints,species,plantedyear,plantedtype
1306,0.413,0.724256761,166,40,0.254,5,wheat,2011,mixture
1307,0.627,0.458588607,166,35,0.2055,5,wheat,2011,mixture
1308,0.522,0.272435083,166,36,0.1475,5,wheat,2011,mixture
1309,0.292,0.833588494,731,43,0.213,5,flax,2011,mixture
1310,0.408,1.060653023,731,48,0.2335,5,flax,2011,mixture
1311,0.82,2.054471295,731,51,0.339,5,flax,2011,mixture
1312,0.395,0.533097791,731,32,0.188,5,flax,2011,mixture
1313,0.827,0.377474969,731,29,0.16,5,flax,2011,mixture
1314,0.577,0.917917264,326,50,0.2625,5,wheat,2011,mixture
1315,0.622,1.067650689,326,51,0.285,5,wheat,2011,mixture
1316,0.501,0.703620667,326,41,0.2465,5,wheat,2011,mixture
1317,0.507,0.633956979,326,37,0.2435,5,wheat,2011,mixture
1318,0.521,0.524362761,326,35,0.223,5,wheat,2011,mixture
1319,0.262,0.644059867,1629,43,0.182,5,flax,2011,mixture
1320,0.366,0.765432925,1629,46,0.1955,5,flax,2011,mixture
1321,0.581,1.321247522,1629,51,0.259,5,flax,2011,mixture
1322,0.594,0.436824874,1629,32,0.1665,5,flax,2011,mixture
1323,0.376,0.290341494,1629,34.5,0.125,5,flax,2011,mixture
1324,0.512,0.464644446,1629,36,0.163,5,flax,2011,mixture
1325,0.627,0.585020784,1629,29,0.209,5,flax,2011,mixture
1326,0.349,0.468051224,1629,37,0.1615,5,flax,2011,mixture
1327,0.297,0.294160517,1629,34.5,0.126,5,flax,2011,mixture
1328,0.516,0.183487093,1629,25,0.111,5,flax,2011,mixture
1329,0.506,0.880772436,120,52,0.251,5,wheat,2011,mixture
1330,0.438,0.856150156,120,42,0.2745,5,wheat,2011,mixture
1331,0.431,0.786331893,120,35,0.2855,5,wheat,2011,mixture
1332,0.621,0.231689923,120,31,0.144,5,wheat,2011,mixture
1333,0.529,0.41958391,120,34,0.1975,5,wheat,2011,mixture
1334,0.249,1.007329451,1367,44.5,0.235,5,flax,2011,mixture
1335,0.435,0.922577743,1367,44,0.224,5,flax,2011,mixture
1336,0.204,0.63175185,1367,42,0.182,5,flax,2011,mixture
1337,0.339,0.270144728,1367,34,0.1205,5,flax,2011,mixture
1338,0.216,0.438155585,1367,35,0.1595,5,flax,2011,mixture
1339,0.169,0.203494172,1367,21,0.129,5,flax,2011,mixture
1340,0.129,0.311528752,1367,37,0.126,5,flax,2011,mixture
1341,0.337,0.305942548,1367,32,0.134,5,flax,2011,mixture
1342,0.156,0.460968527,1367,41,0.152,5,flax,2011,mixture
1343,0.345,0.364534334,1367,30,0.154,5,flax,2011,mixture
1344,0.337,0.608920315,392,42,0.223,5,wheat,2011,mixture
1345,0.311,0.576075935,392,46,0.206,5,wheat,2011,mixture
1346,0.323,0.863070933,392,68.5,0.216,5,wheat,2011,mixture
1347,0.267,0.214496605,392,23,0.1595,5,wheat,2011,mixture
1348,0.315,0.207343255,392,34,0.1285,5,wheat,2011,mixture
1349,0.109,0.298080445,765,31,0.134,5,flax,2011,mixture
1350,0.342,0.645730916,765,40,0.189,5,flax,2011,mixture
1351,0.078,0.271632845,765,23,0.147,5,flax,2011,mixture
1352,0.52,0.224226819,765,26,0.123,5,flax,2011,mixture
1353,0.346,0.327459945,765,34,0.1355,5,flax,2011,mixture
1354,0.216,0.294635174,765,28,0.14,5,flax,2011,mixture
1355,0.229,0.29547488,765,37,0.122,5,flax,2011,mixture
1356,0.137,0.265731207,765,30,0.127,5,flax,2011,mixture
1357,0.316,0.241969991,765,29,0.122,5,flax,2011,mixture
1358,0.097,0.47095756,765,41,0.154,5,flax,2011,mixture
1359,0.085,0.203600074,683,36,0.1235,5,wheat,2011,mixture
1360,0.227,0.573049346,683,41,0.2175,5,wheat,2011,mixture
1361,0.229,0.538890636,683,41,0.2095,5,wheat,2011,mixture
1362,0.334,0.412581865,683,32,0.2015,5,wheat,2011,mixture
1363,0.267,0.312436994,683,34,0.165,5,wheat,2011,mixture
1364,0.319,0.169598229,683,26,0.13,5,wheat,2011,mixture
1365,0.264,0.22189786,683,35,0.132,5,wheat,2011,mixture
1366,0.315,0.293826925,683,42,0.143,5,wheat,2011,mixture
1367,0.291,0.306543504,683,36,0.1585,5,wheat,2011,mixture
1368,0.037,0.253024729,683,35,0.143,5,wheat,2011,mixture
